Datetime,Location Name,Tsu,Vol,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
1927-08-05 21:13:00,"SANRIKU, JAPAN",True,False,37.9,142.0,10.0,6.9,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1927-08-18 19:28:00,"KASHIMA, JAPAN",True,False,34.2,142.0,20.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,
1929-05-21 16:35:00,JAPAN:  HIUGANADA,True,False,31.7,132.2,30.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,
1930-11-25 19:02:00,JAPAN:  HONSHU:  IDU,False,False,35.0,139.0,19.0,7.1,,259.0,3.0,,,1285.0,4.0,,4.0,8099.0,4.0,,,259.0,3.0,,,1285.0,4.0,,4.0,8099.0,4.0,,
1931-03-09 03:48:00,JAPAN:  NEAR E COAST HONSHU,True,False,40.5,142.5,60.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,
1931-09-21 02:20:00,JAPAN:  HONSHU,False,False,36.1,139.2,20.0,7.0,,16.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
1931-11-02 10:02:00,JAPAN:  KYUSHU,True,False,32.0,131.5,60.0,7.5,,1.0,1.0,,,,,,,14.0,1.0,,,1.0,1.0,,,,,,,14.0,1.0,,
1933-03-02 17:31:00,JAPAN:  SANRIKU,True,False,39.209,144.59,15.0,8.4,,,,,,,,,,,3.0,,,3022.0,4.0,,,,,,4.0,6000.0,4.0,,
1935-07-11 18:35:00,JAPAN:  HONSHU,False,False,35.0,138.0,10.0,6.3,,9.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
1938-05-28 16:42:00,"E. HOKKAIDO ISLAND, JAPAN",True,False,43.6,144.3,,6.1,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,7.0,1.0,,
1938-06-10 09:53:00,JAPAN:  SW RYUKYU ISLANDS,True,False,25.208,125.115,35.0,7.6,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1938-11-05 08:43:00,JAPAN:  NEAR E COAST HONSHU,True,False,37.1,141.7,30.0,7.7,,1.0,1.0,,,,,,1.0,20.0,1.0,,,1.0,1.0,,,,,,1.0,20.0,1.0,,
1938-11-05 10:50:00,JAPAN:  NEAR E COAST HONSHU,True,False,37.2,141.7,30.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-06 08:53:00,JAPAN:  OFF EAST COAST HONSHU,True,False,37.5,142.2,0.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-06 21:38:00,JAPAN:  NEAR E COAST HONSHU,True,False,37.0,141.7,0.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,
1938-11-13 22:31:00,JAPAN:  SANRIKU,True,False,37.0,141.5,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
1939-03-20 03:22:00,"SEIKAIDO, JAPAN",True,False,32.3,132.0,20.0,6.6,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,
1939-05-01 05:58:00,JAPAN:  HONSHU:  NW,True,False,40.1,139.5,,7.0,,27.0,1.0,,,52.0,2.0,,2.0,479.0,3.0,,,27.0,1.0,,,52.0,2.0,,2.0,479.0,3.0,,
1940-08-01 15:08:00,JAPAN:  W. HOKKAIDO ISLAND,True,False,44.2,139.5,10.0,7.5,9.0,,,,,,,,1.0,,,,,10.0,1.0,,,,,,2.0,20.0,1.0,,
1941-11-18 16:46:00,JAPAN:  SHIKOKU,True,False,32.0,132.1,10.0,7.4,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,1.0,27.0,1.0,,
1943-09-10 08:37:00,JAPAN:  HONSHU:  S,False,False,35.3,133.9,10.0,7.4,,1400.0,4.0,,,,,,4.0,7739.0,4.0,,,1400.0,4.0,,,,,,4.0,7739.0,4.0,,
1944-12-07 04:35:00,JAPAN:  OFF SOUTHEAST COAST KII PENINSULA,True,False,34.0,137.1,30.0,8.1,,1223.0,4.0,,,2135.0,4.0,,3.0,26146.0,4.0,,,1223.0,4.0,,,2135.0,4.0,,3.0,29205.0,4.0,46950.0,4.0
1945-01-12 18:38:00,JAPAN:  HONSHU:  S,True,False,34.7,137.2,,7.1,,2306.0,4.0,,,896.0,3.0,,4.0,7221.0,4.0,,,2306.0,4.0,,,896.0,3.0,,4.0,7221.0,4.0,,
1946-12-20 19:19:00,JAPAN:  HONSHU:  S COAST,True,False,33.123,135.905,15.0,8.3,,1362.0,4.0,,,,,,4.0,14259.0,4.0,,,1362.0,4.0,,,,,,4.0,11661.0,4.0,,
1947-11-04 00:09:00,"W. HOKKAIDO ISLAND, JAPAN",True,False,43.8,141.0,33.0,7.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1948-06-28 07:13:00,JAPAN:  FUKUI,False,False,36.5,136.0,20.0,7.3,,5131.0,4.0,,,11000.0,4.0,1000.0,4.0,63000.0,4.0,18543.0,4.0,5131.0,4.0,,,11000.0,4.0,1000.0,4.0,63000.0,4.0,18543.0,4.0
1952-03-04 01:22:00,JAPAN:  HOKKAIDO,True,False,42.15,143.85,45.0,8.1,9.0,33.0,1.0,,,,3.0,,3.0,,3.0,,,33.0,1.0,,,572.0,3.0,,3.0,2422.0,4.0,,
1952-03-09 17:03:00,JAPAN:  HOKKAIDO,True,False,41.7,142.5,,7.1,,,,,,17.0,1.0,,2.0,113.0,3.0,,,,,,,17.0,1.0,,2.0,113.0,3.0,,
1953-11-25 17:48:00,JAPAN:  KASHIMA,True,False,34.0,141.7,60.0,7.4,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,
1954-11-18 20:44:00,JAPAN:  HONSHU:  MIYAGI PREFECTURE,True,False,38.9,142.2,30.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
1956-08-12 16:59:00,JAPAN:  IZU PENINSULA,True,False,33.8,138.8,50.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
1958-03-11 00:22:00,JAPAN:  RYUKYU ISLANDS,False,False,25.0,125.0,70.0,7.5,,,2.0,,,,3.0,,,,,,,,2.0,,,,3.0,,,,,,
1960-03-20 17:07:00,JAPAN:  SANRIKU,True,False,39.8,143.4,20.0,7.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1960-03-23 00:23:00,JAPAN:  SANRIKU,True,False,39.4,143.7,20.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-29 17:31:00,JAPAN:  SANRIKU,True,False,40.3,142.5,50.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
1961-02-26 18:10:00,JAPAN:  MIYAZAKI,True,False,31.6,131.8,74.0,7.3,,2.0,1.0,,,7.0,1.0,,2.0,170.0,3.0,170.0,3.0,2.0,1.0,,,7.0,1.0,,2.0,170.0,3.0,,
1961-08-19 05:33:00,JAPAN:  HONSHU:  W COAST,False,False,36.0,136.7,,7.3,,10.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
1962-04-12 00:52:00,JAPAN:  SANRIKU,True,False,38.073,142.741,25.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
1962-04-30 02:26:00,JAPAN:  HONSHU:  SENDAI,False,False,38.8,140.9,104.0,6.8,,1.0,1.0,,,,3.0,,2.0,,,,,1.0,1.0,,,,3.0,,2.0,,,,
1962-05-21 12:21:00,JAPAN:  OFF COAST OF HONSHU ISLAND,True,False,41.8,142.4,60.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,
1964-05-07 07:58:00,JAPAN:  NW. HONSHU ISLAND,True,False,40.3,139.0,30.0,6.9,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,2.0,2.0,1.0,,
1964-05-07 20:13:00,JAPAN:  NW. HONSHU ISLAND,True,False,40.4,139.0,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,
1964-06-16 04:01:00,JAPAN:  HONSHU:  W COAST,True,False,38.65,139.2,40.0,7.5,5.0,26.0,1.0,,,450.0,3.0,80.0,4.0,2250.0,4.0,2250.0,4.0,26.0,1.0,,,450.0,3.0,80.0,4.0,2250.0,4.0,,
1965-04-19 23:41:00,"JAPAN:  AICHI, SHIZOUKA PREFECTURES",True,False,34.9,138.0,36.0,6.0,,1.0,1.0,,,4.0,1.0,,1.0,,,,,1.0,1.0,,,4.0,1.0,,1.0,,,,
1968-02-21 01:45:00,JAPAN:  KYUSHU,False,False,32.0,130.6,3.0,6.3,,3.0,1.0,,,,,,2.0,,,,,3.0,1.0,,,,,,2.0,,,,
1968-04-01 00:42:00,"JAPAN:  KYUSHU, SHIKOKU",True,False,32.3,132.5,30.0,7.5,7.0,1.0,1.0,,,22.0,1.0,,2.0,,2.0,,,1.0,1.0,,,22.0,1.0,,2.0,,2.0,,
1968-05-16 00:48:00,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,True,False,40.8,143.2,7.0,8.2,6.0,52.0,2.0,,,330.0,3.0,,3.0,689.0,3.0,,,52.0,2.0,,,330.0,3.0,131.0,4.0,1218.0,4.0,,
1968-05-16 10:39:00,JAPAN:  OFF COAST OF HONSHU ISLAND,True,False,41.5,142.7,33.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
1968-06-12 13:41:00,JAPAN:  SANRIKU,True,False,39.4,143.1,44.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
1968-10-07 19:20:00,JAPAN:  BONIN ISLANDS,False,False,26.3,140.6,516.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
1969-01-19 07:02:00,JAPAN:  HOKKAIDO,False,False,45.0,143.2,204.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
1970-07-25 22:41:00,"SEIKAIDO, JAPAN",True,False,32.2,131.7,34.0,7.0,,,,,,13.0,1.0,,1.0,,,,,,,,,13.0,1.0,,1.0,,,,
1971-08-02 07:24:00,JAPAN TRENCH,True,False,41.4,143.5,51.0,7.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1972-02-29 09:22:00,"JAPAN:  S OF HONSHU:  HACHIJOJIMA, TOKYO",True,False,33.3,140.8,56.0,7.2,10.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1972-12-04 10:16:00,"JAPAN:  S OF HONSHU, HACHIJOJIMA",True,False,33.3,140.7,66.0,7.4,10.0,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,
1973-06-17 03:55:00,JAPAN:  HOKKAIDO ISLAND,True,False,43.2,145.8,48.0,7.7,8.0,,,,,27.0,1.0,5.0,2.0,2.0,1.0,,,27.0,1.0,,,,,5.0,2.0,2.0,1.0,,
1974-05-08 23:33:00,JAPAN:  NAKAGI,True,False,34.5,138.7,2.0,6.5,9.0,30.0,1.0,,,102.0,3.0,,2.0,134.0,3.0,,,27.0,1.0,,,102.0,3.0,,2.0,134.0,3.0,,
1974-08-03 18:16:00,"JAPAN:  HONSHU:  KAKIOTA,  MITO, TOKYO",False,False,36.0,139.82,58.0,5.7,6.0,2.0,1.0,,,17.0,1.0,,2.0,,,,,2.0,1.0,,,17.0,1.0,,2.0,,,,
1975-01-23 14:19:00,JAPAN:  AROSAN,False,False,33.0,131.1,10.0,5.8,7.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1975-04-20 17:35:00,"JAPAN:  OITA, AROSAN",False,False,33.19,131.3,7.0,6.1,6.0,,,,,8.0,1.0,,3.0,,,,,,,,,,,,,,,,
1978-01-14 03:24:00,"JAPAN:  TOKKAIDO, OSHIMA",True,False,34.809,139.259,14.0,6.6,5.0,25.0,1.0,4.0,1.0,129.0,3.0,,3.0,85.0,2.0,544.0,3.0,25.0,1.0,,,129.0,3.0,,3.0,85.0,2.0,544.0,3.0
1978-02-20 04:36:00,"JAPAN:  OFUNATO, TOHOKU",False,False,38.78,141.95,60.0,6.1,8.0,,,,,30.0,1.0,,2.0,,,,,,,,,,,,,,,,
1978-06-03 20:03:00,JAPAN:  S HONSHU:  HIROSHIMA,False,False,35.1,132.6,4.0,4.9,4.0,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,
1978-06-12 08:14:00,JAPAN:  SANRIKU,True,False,38.19,142.028,44.0,7.7,8.0,28.0,1.0,,,10000.0,4.0,865.0,4.0,,4.0,,,28.0,1.0,,,10000.0,4.0,865.0,4.0,,4.0,,
1979-02-20 06:32:00,"IWATE, JAPAN",True,False,40.232,143.703,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-29 07:20:00,JAPAN:  HONSHU:  S COAST,True,False,34.808,139.181,15.0,6.2,8.0,,,,,7.0,1.0,,2.0,,,,,,,,,7.0,1.0,,2.0,,,,
1980-09-24 17:54:00,"JAPAN:  TOKYO, YOKOHAMA",False,False,35.45,139.964,73.0,6.0,6.0,2.0,1.0,,,73.0,2.0,1.0,2.0,,,,,2.0,1.0,,,73.0,2.0,1.0,2.0,,,,
1981-01-18 18:17:00,JAPAN:  E. HONSHU ISLAND,True,False,38.64,142.75,33.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,
1982-03-21 02:32:00,"JAPAN:  HOKKAIDO, URAKAWA, HIROO",True,False,42.158,142.361,44.0,6.7,10.0,110.0,3.0,,,100.0,2.0,1.0,2.0,,,,,110.0,3.0,,,100.0,2.0,1.0,2.0,,,,
1982-07-23 14:23:00,"IBARAKI, JAPAN",True,False,36.194,141.702,37.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,
1982-12-28 06:37:00,JAPAN:  S. OF HONSHU ISLAND,True,False,33.826,139.434,22.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,
1983-05-26 02:59:00,JAPAN:  HONSHU:  AKITA,True,False,40.462,139.102,24.0,7.7,8.0,4.0,1.0,,,324.0,3.0,800.0,4.0,,,,,104.0,3.0,,,324.0,3.0,800.0,4.0,,,,
1983-06-09 12:49:00,"NOSHIRO, JAPAN",True,False,40.249,138.948,26.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,
1983-06-21 06:25:00,JAPAN:  N. HONSHU ISLAND,True,False,41.346,139.099,10.0,6.9,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1983-08-08 03:47:00,JAPAN:  HONSHU:  S COAST,False,False,35.5,139.07,25.0,5.3,,1.0,1.0,,,28.0,1.0,,1.0,,2.0,,,1.0,1.0,,,28.0,1.0,,1.0,,2.0,,
1983-10-03 13:33:00,"JAPAN:  MIYAKEJIMA, OSHIMA",False,True,33.941,139.513,12.0,6.0,8.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
1983-10-30 16:51:00,"JAPAN:  TOTTORI, YONANGO",False,False,35.464,133.899,27.0,5.2,6.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1984-06-13 02:29:00,"JAPAN:  TORI SHIMA, OKINAWA",True,True,31.448,140.036,41.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
1984-08-06 19:06:00,JAPAN:  KYUSHU:  NOBEOKA,True,False,32.386,131.945,46.0,6.7,6.0,20.0,1.0,,,,,,2.0,,,,,20.0,1.0,,,,,,2.0,,,,
1984-09-13 23:48:00,JAPAN:  HONSHU:  CENTRAL: MT ONTAKE,False,False,35.789,137.488,10.0,6.1,6.0,29.0,1.0,,,,,43.0,4.0,,,,,29.0,1.0,,,,,43.0,4.0,,,,
1984-09-18 17:02:00,JAPAN:  HONSHU ISLAND,True,False,34.006,141.5,48.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-06 13:16:00,JAPAN:  EAST COAST HONSHU,True,False,36.988,141.689,48.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-18 03:36:00,"JAPAN:  KYUSHU:  MIYAZAKI, NAZE",True,False,32.034,131.837,54.0,6.7,,2.0,1.0,,,5.0,1.0,,2.0,,,,,2.0,1.0,,,5.0,1.0,,2.0,,,,
1987-03-24 12:49:00,JAPAN:  HONSHU ISLAND,True,False,37.447,137.865,23.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-17 02:08:00,"JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO",False,False,35.362,140.214,63.0,6.0,8.0,2.0,1.0,,,66.0,,5.0,2.0,,,,,2.0,1.0,,,66.0,2.0,5.0,2.0,,,,
1989-07-09 02:09:00,"JAPAN:  HONSHU:  ITO, AJIRO",False,False,34.942,139.193,5.0,5.0,6.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1989-10-29 05:25:00,JAPAN:  N. HONSHU ISLAND,True,False,39.571,143.333,10.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-01 18:25:00,"JAPAN:  HONSHU: N, AOMORI, MISAWA",True,False,39.837,142.76,29.0,7.4,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
1990-02-20 06:53:00,JAPAN:  NEAR S. COAST OF HONSHU,True,False,34.706,139.252,14.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-23 21:13:00,"JAPAN:  W. OF BONIN ISLANDS, IZU IS.",True,False,33.267,138.643,10.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
1992-02-01 19:04:00,JAPAN:  HONSHU:  TOKYO,False,False,35.106,139.644,100.0,5.6,,,,,,37.0,1.0,,1.0,,,,,,,,,37.0,1.0,,1.0,,,,
1992-07-18 08:36:00,JAPAN:  HONSHU ISLAND,True,False,39.419,143.33,29.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-11 15:14:00,JAPAN:  HONSHU:  S,True,False,32.536,141.641,16.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-15 11:06:00,"JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",False,False,43.3,143.691,102.0,7.6,6.0,2.0,1.0,,,,,358.0,4.0,,,,,2.0,1.0,,,,,358.0,4.0,,,,
1993-02-07 13:27:00,"JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA",True,False,37.634,137.245,11.0,6.3,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1993-07-12 13:17:00,JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA,True,False,42.851,139.197,17.0,7.7,8.0,23.0,3.0,,,233.0,3.0,1207.0,4.0,,3.0,,,231.0,3.0,,,233.0,3.0,1207.0,4.0,2374.0,4.0,,
1993-08-07 19:42:00,JAPAN,True,False,41.985,139.839,13.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-08 01:10:00,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,True,False,40.608,143.683,13.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-28 12:19:00,JAPAN:  HONSHU,True,False,40.525,143.419,27.0,7.8,9.0,3.0,1.0,,,200.0,3.0,170.4,4.0,,,,,3.0,1.0,,,200.0,3.0,170.4,4.0,,,,
1995-01-16 20:46:00,"JAPAN:  SW HONSHU:  KOBE, AWAJI-SHIMA, NISHINOMIYA",True,False,34.59,135.069,17.0,6.9,11.0,6434.0,4.0,,,43792.0,4.0,100000.0,4.0,186175.0,4.0,274182.0,4.0,6434.0,4.0,,,43792.0,4.0,100000.0,4.0,186175.0,4.0,274182.0,4.0
1995-04-01 03:49:00,"JAPAN:  NIIGATA PREFECTURE, SADO",False,False,37.925,139.186,11.0,5.4,,,,,,,,,2.0,,,,,,,,,,,,,,,,
1995-10-18 10:37:00,JAPAN:  RYUKU IS.,True,False,27.929,130.175,28.0,7.1,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,
1995-10-19 02:41:00,JAPAN:  RYUKU IS.,True,False,28.094,130.148,20.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-04 18:16:00,"HONSHU ISLAND, JAPAN",True,True,31.555,139.931,33.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-18 10:50:00,JAPAN:  KYUSHU ISLAND,True,False,30.568,131.093,10.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-19 14:44:00,JAPAN:  KYUSHU ISLAND,True,False,31.885,131.468,22.0,6.7,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1996-12-02 22:17:00,JAPAN:  KYUSHU,True,False,31.789,131.314,49.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-26 08:31:00,"JAPAN:  KYUSHU, KAGOSHIMA",False,False,31.92,130.429,10.0,6.1,6.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1997-09-30 06:27:00,JAPAN:  HONSHU:  S,True,False,31.959,141.878,10.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,
1998-05-30 18:18:00,"SANRIKU, JAPAN",True,False,39.027,143.441,33.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-28 11:00:00,JAPAN:  VOLCANO ISLANDS,False,False,22.338,143.73,127.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-01 07:01:00,JAPAN:  NEAR S COAST HONSHU:  KOZU-SHIMA,True,True,34.221,139.131,10.0,6.1,,1.0,1.0,,,,3.0,,1.0,,,,,1.0,1.0,,,,3.0,,1.0,,,,
