Datetime,Location Name,Tsu,Vol,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
1981-04-26 12:09:00,"CALIFORNIA:  WESTMORLAND,CALIPATRIA",False,False,33.133,-115.65,6.0,6.0,7.0,,,,,,,1.5,2.0,,,,,,,,,,,1.5,2.0,,,,
1983-05-02 23:42:00,"CALIFORNIA:  CENTRAL, COALINGA",False,False,36.219,-120.317,10.0,6.2,8.0,,,,,45.0,1.0,31.0,4.0,500.0,3.0,,,,,,,45.0,1.0,31.0,4.0,500.0,3.0,,
1983-07-12 15:10:00,ALASKA:  PRINCE WILLIAM SOUND,False,False,61.031,-147.286,37.0,6.1,6.0,,,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,,,,
1983-10-28 14:06:00,"IDAHO:  BORAH PEAK, CHALLIS, MACKAY",False,False,43.974,-113.916,14.0,7.3,9.0,2.0,1.0,,,2.0,1.0,12.5,3.0,,,,,2.0,1.0,,,2.0,1.0,12.5,3.0,,,,
1983-11-16 16:13:00,HAWAII: KAPAPALA,False,False,19.43,-155.454,12.0,6.7,8.0,,,,,6.0,1.0,6.5,3.0,,,,,,,,,6.0,1.0,6.5,3.0,,,,
1984-04-24 21:15:00,CALIFORNIA:  CENTRAL:  MORGAN HILL,False,False,37.32,-121.698,8.0,6.1,8.0,,,,,27.0,1.0,8.0,3.0,,,,,,,,,27.0,1.0,8.0,3.0,,,,
1984-10-18 15:30:00,"WYOMING:  DOUGLAS, MEDICINE BOW",False,False,42.375,-105.72,33.0,5.1,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1986-05-07 22:47:00,ALASKA:  ALEUTIAN ISLANDS:  ADAK,True,False,51.52,-174.776,19.0,8.0,6.0,,,,,,,,2.0,,,,2.0,,,,,,,,2.0,,,,2.0
1986-05-17 16:20:00,ALASKA:  ANDREANOF ISLANDS,True,False,52.327,-174.504,26.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-08 09:20:00,CALIFORNIA:  PALM SPRINGS,False,False,34.0,-116.61,12.0,6.0,7.0,,,,,29.0,1.0,4.5,2.0,,,,,,,,,29.0,1.0,4.5,2.0,,,,
1986-07-13 13:47:00,"CALIFORNIA:  SAN DIEGO, NEWPORT BEACH",False,False,32.97,-117.869,6.0,5.8,6.0,,,,,,,0.7,1.0,,,,,,,,,,,0.7,1.0,,,,
1986-07-21 14:42:00,CALIFORNIA-NEVADA:  CHALFANT VALLEY,False,False,37.537,-118.447,9.0,6.2,6.0,,,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,,,,
1987-10-01 14:42:00,CALIFORNIA:  WHITTIER,False,False,34.061,-118.078,10.0,5.7,8.0,8.0,1.0,,,200.0,3.0,358.0,4.0,,,,,8.0,1.0,,,200.0,3.0,358.0,4.0,,,,
1987-10-04 10:59:00,"CALIFORNIA:  WHITTIER, PASADENA",False,False,34.07,-118.1,8.0,4.8,,1.0,1.0,,,,2.0,,2.0,,,,,1.0,1.0,,,,2.0,,2.0,,,,
1987-11-17 08:46:00,ALASKA:  GULF OF ALASKA,True,False,58.586,-143.27,10.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
1987-11-24 01:54:00,CALIFORNIA:  SUPERSTITION HILLS,False,False,33.082,-115.775,5.0,6.2,6.0,2.0,1.0,,,,,3.0,2.0,,,,,2.0,1.0,,,,,3.0,2.0,,,,
1987-11-30 19:23:00,ALASKA:  YAKUTAT,True,False,58.679,-142.786,10.0,7.9,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1988-03-06 22:35:00,ALASKA:  GULF OF ALASKA:  ANCHORAGE,True,False,57.262,-142.747,15.0,7.8,5.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1989-06-26 03:27:00,HAWAIIAN ISLANDS:  PUNA DISTRICT,True,False,19.362,-155.083,9.0,6.1,6.0,,,,,5.0,1.0,,2.0,105.0,3.0,,,,,,,5.0,1.0,,2.0,105.0,3.0,,
1989-09-04 13:14:00,ALASKA,True,False,55.543,-156.835,11.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-18 00:04:00,CALIFORNIA:  LOMA PRIETA,True,False,37.036,-121.883,19.0,6.9,9.0,62.0,2.0,,,3757.0,4.0,5600.0,4.0,,3.0,,,62.0,2.0,,,3757.0,4.0,5600.0,4.0,,3.0,,
1990-02-28 23:43:00,"CALIFORNIA:  S,  CLAREMONT,  COVINA",False,False,34.14,-117.7,5.0,5.5,7.0,,,,,30.0,1.0,12.7,3.0,,,,,,,,,30.0,1.0,12.7,3.0,,,,
1991-06-28 14:43:00,"CALIFORNIA:  ARCADIA, GLENDALE, LOS ANGELES",False,False,34.262,-118.002,11.0,5.1,7.0,2.0,1.0,,,104.0,3.0,33.5,4.0,,,,,2.0,1.0,,,104.0,3.0,33.5,4.0,,,,
1991-08-17 19:29:00,"CALIFORNIA:  HONEYDEW, WHITETHORN, PETROLIA",False,False,40.235,-124.348,12.0,6.2,7.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
